,labels,responses
447,SARCASM,people called whore voted Russian whore President
448,SARCASM,guess part rest sentence grammatically incorrect ... ‍ ️ ‍ ️ #oops
449,SARCASM,fact term brainwashed encapsulate discussion right : #420
450,SARCASM,Imagine having self awareness Trump 2020 Advisory Board profile call people grifters
451,SARCASM,it's hilarious website Search Engine Optimism company ... website
452,SARCASM,It's #Works current #Mindset #MassConsumption ; wannabe fast due caused light bringing color back sad world
453,SARCASM,Ah tweets re #TheWall catch ;-)
454,SARCASM,#irony__ Atleast don't advice carrer & leave abt love & marriage _
455,SARCASM,haha .. disaster talking disaster
456,SARCASM,u r supporting ur brother died protecting .. #Democracy #sovereignty fr u
457,SARCASM,Yep make scare It's got looking model data literally hours caught #nlwx
458,SARCASM,aren't ... #LabourAntisemitism #NeverCorbyn #GE2019
459,SARCASM,Exactly speech free Don't bad flag you're burning protected right
460,SARCASM,Look privileged white person speaking behalf underprivileged black brown people clearly cant defend #lowKeyRacist
461,SARCASM,LOL send straight Gulag don't #BrainDamage #NeverGoFullGoebbels
462,SARCASM,lmao ask he's probably skiving
463,SARCASM,ironic :-) trying sound Donald ( )
464,SARCASM,Press conference mid-Dec implementation Jan 1 details given re : pricing Downtown businesses loving suspense feeling support plan downtown especially winter
465,SARCASM,don't know #LivesUnderARock
466,SARCASM,tweet picture murder gang header
467,SARCASM,MPs say you're currently defending allow Murdoch prosper
468,SARCASM,1st amendment applies government private corporations factual wrong
469,SARCASM,idea you're talking complaining Twitter Twitter complaining leader government
470,SARCASM,Trump's stance pretty eh Edward
471,SARCASM,lol R serious issues ghy n they're running park
472,SARCASM,Oh look Trump sycophant crying people aren't politically correct Twitter
473,SARCASM,think you're right Primary school tag tackling Got cane physical contact
474,SARCASM,GOP soooo better addressing needs minority communities
475,SARCASM,sorry distraction millions food 2 eat section society debates food habit superior
476,SARCASM,Good portion sample relate better Humor funny ... thinks it's funny #punsonpurpose =)
477,SARCASM,funny coming asshole believes sanctuary city ...
478,SARCASM,sit PC slating produce tripe
479,SARCASM,rich coming man interfered w elections Israel #credibility
480,SARCASM,senior citizen tweets recruits life _
481,SARCASM,hang second tweets T__T it's Monster Hunter World Iceborne review following tweets
482,SARCASM,humans creating robots substituting human labour
483,SARCASM,problem they'll freak did Trump You're bright #whoosh
484,SARCASM,That's reason don't Apps autonomously posting
485,SARCASM,broke foot 2nd refused recycling
486,SARCASM,: read start economic collapse nuclear war typo
487,SARCASM,Cause wwe vince care health stars ...
488,SARCASM,Wait former teacher corporate cut-out Russian backed billionaire isn't ..
489,SARCASM,thing Marcus You're living Earth 19
490,SARCASM,i'm glad put bc alarmed holocaust deniers sure did ruin innocence lmao
491,SARCASM,feel Muslim immigrants live Indian tax payers CAA India protesting feel citizenship danger CAA discriminatory Muslims
492,SARCASM,: Brainwashed Twits w #AntiHinduPETA #Animals 2 Divide-Power : #Trisha-s Real WORK
493,SARCASM,good guy nice
494,SARCASM,oh #DonTheCon thought vote rigged HRC rigged govt favor
495,SARCASM,funny majority voted leave old people opposed young
496,SARCASM,Funny you've built entire business name slandering GOD GOD
497,SARCASM,Angry polarizing conservative haters insisting Prime Minister divisive
498,SARCASM,Yes it's totally responsibility validate angry pissbabies feelings overcompensation mansplaining There's way they're responsible feelings research thinking random people help
499,SARCASM,mean descendants bastards married church set Oh ...
500,SARCASM,reminded woman complained didn't feel listened :/
501,SARCASM,Howard Schulz BELIEVES SBUX anti-capitalist Thugs BELIEVE SBUX represents capitalism
502,SARCASM,Apparently grubbing free delivery free glad pay limited free delivery guys #hangry
503,SARCASM,caught hashtag right checking
504,SARCASM,True Iranian Air Force navy wipe map
505,SARCASM,Black people telling white people don't know racism racist
506,SARCASM,guns bought mental health deteriorates It's mental health guns That's explanation
507,SARCASM,surprise surprise voted celebrity lived real word
508,SARCASM,DARE abide spirit following rules rigged two party system founding fathers abhorred
509,SARCASM,telling declaring dictator #fail
510,SARCASM,MF looking handout talking supposed look brotha
511,SARCASM,man job & gets threats covering aren't .. #truth
512,SARCASM,law ... isnt opinion Funnily British law aswell EU
513,SARCASM,mess started 70 yrs ago meddled #Iran #Election #Mosadegh led ( puppet ) & hostages reinforced distrust decades continued misdeeds instance
514,SARCASM,Woah woah woah ... suggesting homeless actually people
515,SARCASM,... guess blocking censored ( agree principle censorship )
516,SARCASM,Ah don't know Trump America God annointed ... shouldn't point --->
517,SARCASM,right petition union 2 deny gig forcing women perform isn't lost ...
518,SARCASM,Appears theme emerging action politicians wouldn't bad thing
519,SARCASM,matter it's safety points argued sold voters pos bill
520,SARCASM,fined Rs 2000 overspeeding
521,SARCASM,: paying fair share taxes : 6 bankruptcies losing close $ billion 1 yr
522,SARCASM,Gotta #hashtag I'm going think you're serious Lololol #nmpol
523,SARCASM,canada actually strict immigration laws border protection
524,SARCASM,LMAO Imagine calling liar defense donald trump ...
525,SARCASM,calling Farage Johnson ‘ Racist'Absolutely hilarious
526,SARCASM,#Twitter tools make experince toxic LEARN avoid toxicity best way trolls know good job totally keep POSTING
527,SARCASM,writer who's filthy red-baiter
528,SARCASM,guys sure say liberals whiny bunch __ 1 thing upsets & boycott #DoYouNeedASafePlace
529,SARCASM,1 million .. buy paying bribe Myntra Warehouse Employees Join guys #MyntraEORS #EORSGameZone #IndiasBiggestFashionSale
530,SARCASM,God forbid Rodgers best Automatically it's reasonable didn't make NFL 100 list
531,SARCASM,Sorry miss expect we'll bit Portsmouth you're road :)
532,SARCASM,collectible coin thousand dollars add keeping coin option team wins toss
533,SARCASM,Hillary proposed long ago right burn flags :
534,SARCASM,That's Dems backpeddling holding vote house LMAO Evidence Keep calling dumb
535,SARCASM,Correct I'm wrong isn't Joss everyone's number suspect raping Corey Haim
536,SARCASM,dare It's president 24hr job raid Binladin Great outrage
537,SARCASM,Nice job winning ppl Stop getting brainwashed sheep idiots Michael Brooks tyt follow example Bernie campaign
538,SARCASM,1 million .. steal paying bribe Myntra Warehouse Employees Join guys #MyntraEORS #EORSGameZone #IndiasBiggestFashionSale
539,SARCASM,It's law lie oath agree ridiculous Clinton due subject lied laws laws broke Trump did honored treaty Clinton signed Oh
540,SARCASM,bombshell surely turn impeachment debacle Dems come top
541,SARCASM,yes know put bed school med school wanted stupid tweet 1:30 #TrumpsWarOfMassDistraction #Twitter
542,SARCASM,elites r eagr 2 wipe hurdl n thr way sam pasion compltly misng n plethora prblms facd populace ___
543,SARCASM,elephants worry #cuzelephants
544,SARCASM,losing respect completely change entire world #TeamTony
545,SARCASM,Oddly notice people pushing stuff couldn't pass tests run
546,SARCASM,LMAO telling back civics & don't know Electoral College
547,SARCASM,There's wrong scoring FS subjective
548,SARCASM,Oh sad u peering open pity u
549,SARCASM,Steamed chicken broccoli hearing riveting tale weight lifted today Yeah sounds super attractive fun
550,SARCASM,best part : poor rural whites ones fighting dying #rubes
551,SARCASM,month lives Better move Bangladesh hear it's great place raise family
552,SARCASM,posadas home owners turn away people pretending Mary joseph #noroomhere #truelife
553,SARCASM,It's Ferris wheel Farris Wilks Try STUPID Hahaha
554,SARCASM,Confederates Whined Lincoln Party Destroying Norms Dreamed Prison #GOP #PartyOfLincoln #Democrats
555,SARCASM,totally wrong billboards support free pak occupied #Kashmir #pok anty India abrogation #article370 merged
556,SARCASM,Democrats feel exact way Republicans
557,SARCASM,Jesus alive today Trump probably kick country
558,SARCASM,did miss left end tweet did 90 % piss couldn't finish reading lol
559,SARCASM,didn't know bad got overseas real news
560,SARCASM,Where's #PM #TheSmirk there's photo opportunity
561,SARCASM,Yep went trialling new pharmaceutical give safe sure
562,SARCASM,think going Clinton trial you're telling _
563,SARCASM,Yeah Hah you're responding
564,SARCASM,10/11 years ago mother walked father dragged messy federal family court divorce process separated early January #parent unplanned admission #January happy fecking new
565,SARCASM,Zach hasn't manager 2017 it's time find new schtick #NotLookingInTheMirror
566,SARCASM,people decide people count heard
567,SARCASM,Yes True rocked mushroom cut parents teachers school guess Jim Carrey Join guys #MyntraEORS #EORSGameZone #IndiasBiggestFashionSale
568,SARCASM,election rigged favor Remember polls media pundits & Hollywood lost
569,SARCASM,Dude came society
570,SARCASM,There's link 4 weeks smart
571,SARCASM,banker getting tucked small print
572,SARCASM,Did Kelly call messy Baaaahaaahahahaha ___ #RHOC
573,SARCASM,Ironic statement considering account name nasty woman #obsessed
574,SARCASM,listen guy experience claims lol
575,SARCASM,Fun Fact : Secret Service protection covered TAXES Trump infamously refuses pay #TrumpTaxes
576,SARCASM,Yeah It's Amazing Dense Liberals Jeff Davis White Barack Obama Alternatively Obama Jeff Davis 2.0 Cheers
577,SARCASM,followers right ... put hashtag posts
578,SARCASM,knew thought notice exorcism back room conference
579,SARCASM,Woo hoo made cut Lol know problem I'm blocking people Lol rolls eyes loss Bunch weirdos
580,SARCASM,Epic burn Imagine writing bill address issue negatively impacts ppl you're effected audacity 1 cases
581,SARCASM,right protest Protest didnt way Toys back pram kids #spoilt #hypocrites
582,SARCASM,Um sorry Andrew forgot hashtag
583,SARCASM,point went head Henry socialist & whining individual rights suborned greater good
584,SARCASM,says engages keyboard warrior #hypocrisy
585,SARCASM,love blows tens thousands taxpayer money designer wardrobes look hideous God bless Lady
586,SARCASM,snowflake girl needed throw name calling Twitter tantrum called Ivanka
587,SARCASM,people that's Democracy Weren't Hillary supporters afraid Trump questioning results
588,SARCASM,Id dump Grave Trolls tho banned ban pieces make worthless
589,SARCASM,Exactly mainstream Press conveniently forget Hillary's unsecured server gave total access
590,SARCASM,working class can't band sings working class ...
591,SARCASM,balance BBC ask Boris appear Andrew Neil's show leaders it's clearly BBC left-wing bias that's stopping appearing
592,SARCASM,It's crap makes wonder label gay exercise
593,SARCASM,Yes rioting bridge 1806 damaged what's killing casino
594,SARCASM,know MSU got mojo back w Rutgers blowout-watch sparty take care osu psu Michigan
595,SARCASM,u monopoly twitter #sd43 students r entitled opinions Complains clutter spars w students
596,SARCASM,speechless emojis expressed words
597,SARCASM,old Jewish man wears heart sleeves hate-mongering genocidal neo-Nazis
598,SARCASM,Napoleon lifted spirit war bring French victory pro peace folks quotes
599,SARCASM,anymore lessons fit giving fitness lessons
600,SARCASM,people complaining saying characters weren't complex .. isn't show grad students
601,SARCASM,Right Iran leadership holding meeting : didn't kill retaliation card
602,SARCASM,Residence sanctuary cities find news interesting
603,SARCASM,shocking republican protest election peaceful dems
604,SARCASM,neighbour lodged complaint PCA re : gal corro Neighbours house designed Glenn Murcutt
605,SARCASM,fox friends good wuality news unbiased
606,SARCASM,Oh know took gospel What's matter #fakenews Ha ha
